Updated On,State,Total Individuals Vaccinated,Total Sessions Conducted,Total Sites ,First Dose Administered,Second Dose Administered,Male(Individuals Vaccinated),Female(Individuals Vaccinated),Total Covaxin Administered,Total CoviShield Administered,18-45 years (Age),45-60 years (Age),60+ years (Age),Total Doses Administered
21-01-2021,Kerala,9175,883,236,9175,0,2557,6618,0,9175,,,,9175
22-01-2021,Kerala,15501,1003,259,15501,0,4180,11321,0,15501,,,,15501
23-01-2021,Kerala,21944,1165,308,21944,0,5715,16229,0,21944,,,,21944
24-01-2021,Kerala,23324,1252,333,23324,0,6036,17288,0,23324,,,,23324
25-01-2021,Kerala,43561,1302,347,43561,0,11213,32347,0,43561,,,,43561
26-01-2021,Kerala,43766,1462,374,43766,0,11269,32496,0,43766,,,,43766
27-01-2021,Kerala,58323,1792,416,58323,0,15292,43030,0,58323,,,,58323
28-01-2021,Kerala,82794,2140,535,82794,0,21316,61477,0,82794,,,,82794
29-01-2021,Kerala,110719,2435,588,110719,0,27902,82814,0,110719,,,,110719
30-01-2021,Kerala,134225,2772,647,134225,0,33810,100409,0,134225,,,,134225
31-01-2021,Kerala,140906,3136,712,140906,0,35488,105412,0,140906,,,,140906
01-02-2021,Kerala,173482,3562,759,173482,0,43684,129791,0,173482,,,,173482
02-02-2021,Kerala,204449,3948,789,204449,0,51042,153398,0,204449,,,,204449
03-02-2021,Kerala,225664,4462,827,225664,0,56100,169554,0,225664,,,,225664
04-02-2021,Kerala,250831,4740,837,250831,0,61871,188949,0,250831,,,,250831
05-02-2021,Kerala,266068,4860,841,266068,0,65605,200452,0,266068,,,,266068
06-02-2021,Kerala,271731,4960,866,271731,0,67041,204679,0,271731,,,,271731
07-02-2021,Kerala,272221,5197,883,272221,0,67185,205025,0,272221,,,,272221
08-02-2021,Kerala,287787,5418,893,287787,0,71255,216521,0,287787,,,,287787
09-02-2021,Kerala,302655,5579,898,302655,0,75265,227379,1,302654,,,,302655
10-02-2021,Kerala,306802,5763,929,306802,0,76472,230319,1,306801,,,,306802
11-02-2021,Kerala,314425,6174,1022,314425,0,81044,233370,563,313862,,,,314425
12-02-2021,Kerala,326974,6538,1053,326974,0,90610,236353,8514,318460,,,,326974
13-02-2021,Kerala,338167,6720,1057,338167,0,99315,238841,18256,319911,,,,338167
14-02-2021,Kerala,340407,6953,1061,340407,45,100976,239420,20439,319968,,,,340452
15-02-2021,Kerala,353940,7275,1065,353940,3323,109097,244832,28363,325577,,,,357263
16-02-2021,Kerala,370481,7495,1065,370481,12148,117056,253413,33717,336764,,,,382629
17-02-2021,Kerala,377376,7778,1067,377376,15388,120403,256961,36217,341159,,,,392764
18-02-2021,Kerala,377981,8065,1067,377981,23336,123526,254442,42079,335902,,,,401317
19-02-2021,Kerala,400463,8370,1080,400463,32101,131165,269285,47318,353145,,,,432564
20-02-2021,Kerala,406728,8533,1090,406728,38833,134630,272085,52144,354584,,,,445561
21-02-2021,Kerala,407098,8724,1109,407098,38841,134841,272244,52355,354743,,,,445939
22-02-2021,Kerala,413599,9064,1132,413599,56034,138369,275217,57459,356140,,,,469633
23-02-2021,Kerala,422676,9413,1149,422676,62077,143120,279543,60036,362640,,,,484753
24-02-2021,Kerala,431070,10099,1290,431070,70173,147423,283634,60822,370248,,,,501243
25-02-2021,Kerala,449826,10996,1408,449826,88541,156111,293702,61483,388343,,,,538367
26-02-2021,Kerala,489113,11310,1445,489113,104220,173522,315577,62561,426552,,,,593333
27-02-2021,Kerala,489113,11310,1445,489113,104220,173522,315577,62561,426552,,,,593333
28-02-2021,Kerala,489113,11510,1448,489113,104220,173522,315577,62561,426552,,,,593333
01-03-2021,Kerala,489113,13924,1580,489113,104220,173522,315577,62561,426552,,,,593333
02-03-2021,Kerala,534490,15275,1603,534490,118709,195372,339100,62855,471635,,,,653199
03-03-2021,Kerala,564199,18076,1713,564199,127659,209978,354203,63138,501061,,,,691858
04-03-2021,Kerala,627900,20736,1799,627900,147038,240900,386981,63956,563944,,,,774938
05-03-2021,Kerala,689867,23620,1892,689867,166330,270499,419345,64566,625301,,,,856197
06-03-2021,Kerala,756016,25728,1925,756016,187155,301470,454518,64997,691019,,,,943171
07-03-2021,Kerala,767969,26700,1943,767969,188358,307239,460702,64997,702972,,,,956327
08-03-2021,Kerala,829751,30151,1987,829751,209019,337866,491853,65335,764416,,,,1038770
09-03-2021,Kerala,918350,128892,952,689979,228371,372796,545513,65926,852243,,,,918350
10-03-2021,Kerala,954881,65470,435,714468,240413,387837,566999,66031,888669,,,,954881
11-03-2021,Kerala,992154,96505,717,742190,249964,403730,588375,66227,925745,,,,992154
12-03-2021,Kerala,1077367,164590,1182,807213,270154,440458,636853,67021,1010164,,,,1077367
13-03-2021,Kerala,1123556,112820,813,843361,280195,460547,662952,69072,1054301,,,,1123556
14-03-2021,Kerala,1127845,17650,105,846852,280993,462423,665365,69115,1058547,,,,1127845
15-03-2021,Kerala,1213086,188955,1357,915549,297537,502675,710345,74967,1137935,,,,1213086
16-03-2021,Kerala,1188099,193345,1385,1188099,312374,506856,681178,82435,1418038,374000,455351,358304,1500473
17-03-2021,Kerala,1695387,117310,846,1695387,321316,768897,926350,89070,1927633,378681,487885,828313,2016703
18-03-2021,Kerala,1832205,205825,1439,1832205,333447,834871,997172,95005,2070647,386607,501613,943454,2165652
19-03-2021,Kerala,1954868,205740,1474,1954868,343587,892887,1061807,101174,2197281,393442,513029,1047850,2298455
20-03-2021,Kerala,2066624,190250,1365,2066624,352307,944605,1121838,107378,2311553,399459,523703,1142906,2418931
21-03-2021,Kerala,2073902,18950,121,2073902,352925,948016,1125704,107808,2319019,399879,524512,1148954,2426827
22-03-2021,Kerala,2203735,223760,1580,2203735,360314,1008762,1194773,113327,2450722,404097,534800,1264269,2564049
23-03-2021,Kerala,2339164,222431,1574,2339164,373548,1071966,1266982,124751,2587961,408808,546705,1383069,2712712
24-03-2021,Kerala,2398567,117740,824,2398567,377588,1099916,1298425,127294,2648861,411519,552346,1434110,2776155
25-03-2021,Kerala,2555550,228540,1552,2555550,383692,1173561,1381745,131207,2808035,416361,563722,1574867,2939242
26-03-2021,Kerala,2682089,215440,1533,2682089,388263,1231380,1450450,133243,2937109,420884,573409,1687188,3070352
27-03-2021,Kerala,2795930,193450,1397,2795930,392138,1283227,1512430,135202,3052866,425319,586631,1783366,3188068
28-03-2021,Kerala,2807351,44970,342,2807351,392308,1288539,1518538,135210,3064449,425671,588086,1792979,3199659
29-03-2021,Kerala,2956227,222970,1563,2956227,396814,1355104,1600818,136924,3216117,429603,606659,1919332,3353041
30-03-2021,Kerala,3106682,240701,1588,3106682,403525,1421478,1684885,139738,3370469,433707,628610,2043721,3510207
31-03-2021,Kerala,3167015,159940,1071,3167015,407842,1448053,1718636,141297,3433560,436365,642543,2087461,3574857
01-04-2021,Kerala,3242747,170390,1173,3242747,411067,1481276,1761139,141781,3512033,438433,680966,2122699,3653814
02-04-2021,Kerala,3307374,117886,805,3307374,414525,1510014,1797019,142408,3579491,440164,718525,2148027,3721899
03-04-2021,Kerala,3416400,195200,1400,3416400,422083,1555388,1860659,143446,3695037,442162,781457,2192120,3838483
04-04-2021,Kerala,3463563,66010,458,3463563,424768,1575071,1888134,143892,3744439,443088,810067,2209745,3888331
05-04-2021,Kerala,3573568,218935,1570,3573568,431649,1620368,1952832,144425,3860792,443204,874414,2255286,4005217
06-04-2021,Kerala,3608126,93940,713,3608126,434218,1635201,1972554,144684,3897660,443270,895600,2268591,4042344
07-04-2021,Kerala,3698854,201340,1308,3698854,441833,1673913,2024554,145437,3995250,443420,953134,2301634,4140687
08-04-2021,Kerala,3899533,259252,1692,3899533,457415,1757681,2141438,146408,4210540,443767,1074369,2380727,4356948
09-04-2021,Kerala,4099009,262105,1730,4099009,476570,1841931,2256641,147850,4427729,444541,1201366,2452428,4575579
10-04-2021,Kerala,4270854,224225,1520,4270854,492896,1915320,2355073,149328,4614422,445246,1313963,2510969,4763750
11-04-2021,Kerala,4333798,134861,867,4333798,496868,1944347,2388985,149990,4680676,445378,1355327,2532414,4830666
12-04-2021,Kerala,4571524,290180,1822,4571524,526491,2045082,2525926,152985,4945030,446438,1502254,2622148,5098015
13-04-2021,Kerala,4714085,271852,1736,4714085,553088,2109225,2604323,156460,5110713,447508,1592577,2673315,5267173
14-04-2021,Kerala,4730173,118910,900,4730173,557313,2117216,2612419,157699,5129787,447642,1602880,2678965,5287486
15-04-2021,Kerala,4899502,245990,1658,4899502,597051,2193316,2705623,172708,5323845,448708,1713396,2736720,5496553
16-04-2021,Kerala,5040807,217590,1531,5040807,639307,2257490,2782737,199162,5480952,449799,1807572,2782761,5680114
17-04-2021,Kerala,5158591,154580,1165,5158591,673957,2312598,2845392,240926,5591622,451199,1888038,2818675,5832548
18-04-2021,Kerala,5189796,122710,880,5189796,680436,2328909,2860281,255745,5614487,451415,1909315,2828387,5870232
19-04-2021,Kerala,5299053,203991,1441,5299053,727279,2381261,2917173,288756,5737576,452951,1981397,2864026,6026332
20-04-2021,Kerala,5443386,192246,1429,5443386,800229,2449699,2993054,312000,5931615,454948,2077264,2910496,6243615
21-04-2021,Kerala,5512304,170365,1213,5512304,841296,2483037,3028625,322945,6030655,456096,2122327,2933201,6353600
22-04-2021,Kerala,5602945,172874,1301,5602945,900089,2525828,3076458,333703,6169331,457658,2181702,2962902,6503034
23-04-2021,Kerala,5673943,172728,1247,5673943,954445,2559741,3113525,339373,6289015,459063,2228506,2985696,6628388
24-04-2021,Kerala,5788568,205317,1310,5788568,1039187,2615457,3172415,343411,6484344,460467,2305785,3021630,6827755
25-04-2021,Kerala,5801281,80837,597,5801281,1045794,2621806,3178777,344350,6502725,460544,2314002,3026049,6847075
26-04-2021,Kerala,5885170,180172,1325,5885170,1105948,2662083,3222372,349708,6641410,462008,2369111,3053362,6991118
27-04-2021,Kerala,5947361,146869,1075,5947361,1159581,2691909,3254720,352774,6754168,616768,2255283,3074625,7106942
28-04-2021,Kerala,5967887,62950,475,5967887,1176196,2701673,3265481,362293,6781790,617376,2268382,3081442,7144083
29-04-2021,Kerala,6006391,93760,731,6006391,1222786,2720059,3285590,368302,6860875,618567,2292415,3095020,7229177
30-04-2021,Kerala,6051350,154900,1141,6051350,1325584,2741857,3308741,375938,7000996,620532,2318284,3112082,7376934
01-05-2021,Kerala,6069726,69210,594,6069726,1355690,2750902,3318069,382103,7043313,621053,2329584,3118636,7425416
02-05-2021,Kerala,6069760,18200,156,6069760,1356416,2750908,3318097,382111,7044065,619769,2331017,3118641,7426176
03-05-2021,Kerala,6092349,106630,869,6092349,1419105,2761697,3329892,387629,7123825,620875,2343224,3127917,7511454
04-05-2021,Kerala,6110419,98340,767,6110419,1466885,2770380,3339264,396731,7180573,621803,2353344,3134926,7577304
05-05-2021,Kerala,6118358,59670,455,6118358,1482126,2774337,3343245,402333,7198151,622368,2358023,3137621,7600484
06-05-2021,Kerala,6137985,120290,945,6137985,1567300,2784001,3353206,407131,7298154,623864,2367398,3146378,7705285
07-05-2021,Kerala,6168780,167350,1157,6168780,1700489,2799186,3368802,412346,7456923,626402,2381677,3160352,7869269
08-05-2021,Kerala,6187280,120005,971,6187280,1764703,2808977,3377510,416141,7535842,628571,2390586,3167770,7951983
09-05-2021,Kerala,6187652,27900,254,6187652,1764904,2809173,3377686,416217,7536339,628575,2390835,3167889,7952556
10-05-2021,Kerala,6216882,132060,992,6216882,1849818,2824070,3392015,423755,7642945,630925,2405009,3180345,8066700
11-05-2021,Kerala,6238776,105890,825,6238776,1902513,2835199,3402776,431710,7709579,632656,2415549,3189813,8141289
12-05-2021,Kerala,6257014,67230,511,6257014,1928492,2844396,3411815,445050,7740456,633909,2425732,3196542,8185506
13-05-2021,Kerala,6267551,62660,473,6267551,1945410,2849994,3416754,451210,7761751,635136,2431388,3200126,8212961
14-05-2021,Kerala,6290354,76660,549,6290354,1969458,2861504,3428041,465390,7794422,636611,2444930,3207813,8259812
15-05-2021,Kerala,6426197,193340,1222,6426197,1991643,2929192,3496162,503057,7914783,640420,2527786,3256481,8417840
16-05-2021,Kerala,6454137,62347,248,6454137,1997343,2943348,3509943,525938,7925542,642438,2545465,3264646,8451480
17-05-2021,Kerala,6510777,126134,711,6510777,2009075,2971971,3537933,560846,7959006,645424,2576386,3287242,8519852
18-05-2021,Kerala,6556628,107114,689,6556628,2016939,2995543,3560206,583045,7990522,649389,2602358,3303043,8573567
19-05-2021,Kerala,6571984,47086,427,6571984,2019118,3003719,3567381,590468,8000634,652401,2609555,3308153,8591102
20-05-2021,Kerala,6579668,34433,351,6579668,2019739,3007834,3570949,593912,8005495,654929,2612645,3310191,8599407
21-05-2021,Kerala,6594479,48961,447,6594479,2020471,3016029,3577562,603174,8011776,660600,2618484,3313439,8614950
22-05-2021,Kerala,6623765,89493,725,6623765,2020516,3031911,3590961,605554,8038727,672240,2630270,3319195,8644281
23-05-2021,Kerala,6629725,17594,158,6629725,2020512,3035800,3593032,607283,8042954,676883,2631157,3319591,8650237
24-05-2021,Kerala,6683003,113572,888,6683003,2020628,3067418,3614688,613100,8090531,704765,2647984,3328015,8703631
25-05-2021,Kerala,6738751,120035,878,6738751,2020755,3098253,3639577,618253,8141253,727882,2669935,3338590,8759506
26-05-2021,Kerala,6769136,69295,546,6769136,2020845,3116944,3651267,620297,8169684,746447,2677877,3342371,8789981
27-05-2021,Kerala,6881450,173879,987,6881450,2022646,3178296,3702207,624269,8279827,773634,2735438,3369608,8904096
28-05-2021,Kerala,7031363,232312,1107,7031363,2024951,3257463,3772920,628104,8428210,802643,2814700,3410877,9056314
29-05-2021,Kerala,7170607,238231,1124,7170607,2044764,3333564,3836030,649344,8566027,840758,2883246,3443138,9215371
30-05-2021,Kerala,7190905,42017,147,7190905,2050551,3345454,3844431,655352,8586104,851898,2889453,3446016,9241456
31-05-2021,Kerala,7345141,272069,1237,7345141,2068582,3434903,3909178,676006,8737717,912167,2950616,3478379,9413723
01-06-2021,Kerala,7494522,299704,1284,7494522,2089038,3524752,3968676,699631,8883929,980600,3003561,3506031,9583560
02-06-2021,Kerala,7585560,209924,841,7585560,2103689,3579264,4005189,718474,8970775,1024242,3033437,3523342,9689249
03-06-2021,Kerala,7730989,295836,1214,7730989,2119299,3660864,4068986,735829,9114459,1076446,3094628,3554988,9850288
04-06-2021,Kerala,7888884,320606,1218,7888884,2137743,3748295,4139368,754258,9272350,1135362,3159749,3588358,10026627
05-06-2021,Kerala,8057972,354755,1279,8057972,2156991,3837947,4218767,773840,9441101,1187696,3233961,3630418,10214963
06-06-2021,Kerala,8109567,119620,341,8109567,2160564,3864762,4243531,780025,9490084,1222658,3244830,3636049,10270131
07-06-2021,Kerala,8302066,387925,1269,8302066,2170983,3968931,4331808,812130,9660897,1331763,3296604,3667093,10473049
08-06-2021,Kerala,,,,,,,,,,,,,
16-01-2021,Ladakh,9,1,1,9,0,0,9,0,9,,,,9
17-01-2021,Ladakh,9,2,2,9,0,0,9,0,9,,,,9
18-01-2021,Ladakh,64,3,3,64,0,15,49,0,64,,,,64
19-01-2021,Ladakh,64,4,4,64,0,15,49,0,64,,,,64
20-01-2021,Ladakh,66,5,5,66,0,16,50,0,66,,,,66
21-01-2021,Ladakh,66,10,7,66,0,16,50,0,66,,,,66
22-01-2021,Ladakh,164,12,9,164,0,43,121,0,164,,,,164
23-01-2021,Ladakh,330,12,9,330,0,98,232,0,330,,,,330
24-01-2021,Ladakh,337,13,10,337,0,104,233,0,337,,,,337
25-01-2021,Ladakh,461,14,11,461,0,148,313,0,461,,,,461
26-01-2021,Ladakh,461,15,11,461,0,148,313,0,461,,,,461
27-01-2021,Ladakh,642,16,12,642,0,234,408,0,642,,,,642
28-01-2021,Ladakh,652,18,13,652,0,241,411,0,652,,,,652
29-01-2021,Ladakh,823,19,13,823,0,290,533,0,823,,,,823
30-01-2021,Ladakh,959,19,13,959,0,346,613,0,959,,,,959
31-01-2021,Ladakh,959,20,13,959,0,346,613,0,959,,,,959
01-02-2021,Ladakh,1065,25,16,1065,0,379,686,0,1065,,,,1065
02-02-2021,Ladakh,1065,34,18,1065,0,379,686,0,1065,,,,1065
03-02-2021,Ladakh,1342,36,18,1342,0,452,890,0,1342,,,,1342
04-02-2021,Ladakh,1342,42,20,1342,0,452,890,0,1342,,,,1342
05-02-2021,Ladakh,1578,43,20,1578,0,520,1058,0,1578,,,,1578
06-02-2021,Ladakh,1817,47,22,1817,0,573,1244,0,1817,,,,1817
07-02-2021,Ladakh,1817,54,27,1817,0,573,1244,0,1817,,,,1817
08-02-2021,Ladakh,2064,59,29,2064,0,637,1427,2,2062,,,,2064
09-02-2021,Ladakh,2158,60,30,2158,0,681,1477,22,2136,,,,2158
10-02-2021,Ladakh,2379,66,33,2379,0,739,1640,22,2357,,,,2379
11-02-2021,Ladakh,2597,66,33,2597,0,768,1829,23,2574,,,,2597
12-02-2021,Ladakh,2695,69,33,2695,0,782,1913,23,2672,,,,2695
13-02-2021,Ladakh,2831,71,34,2831,71,803,2028,23,2808,,,,2902
14-02-2021,Ladakh,2831,78,37,2831,71,803,2028,23,2808,,,,2902
15-02-2021,Ladakh,2887,84,39,2887,127,820,2067,23,2864,,,,3014
16-02-2021,Ladakh,3433,91,39,3433,169,1245,2188,23,3410,,,,3602
17-02-2021,Ladakh,3931,104,39,3931,231,1685,2246,23,3908,,,,4162
18-02-2021,Ladakh,4284,118,39,4284,288,1988,2296,23,4261,,,,4572
19-02-2021,Ladakh,5175,130,39,5175,356,2544,2631,23,5152,,,,5531
20-02-2021,Ladakh,5783,139,42,5783,600,3008,2775,31,5752,,,,6383
21-02-2021,Ladakh,6021,146,43,6021,600,3209,2812,31,5990,,,,6621
22-02-2021,Ladakh,6748,156,46,6748,712,3783,2965,39,6709,,,,7460
23-02-2021,Ladakh,7719,165,49,7719,713,4690,3029,39,7680,,,,8432
24-02-2021,Ladakh,8396,178,55,8396,847,5348,3048,39,8357,,,,9243
25-02-2021,Ladakh,8887,200,71,8887,847,5786,3101,39,8848,,,,9734
26-02-2021,Ladakh,9412,200,71,9412,929,6219,3193,39,9373,,,,10341
27-02-2021,Ladakh,9412,200,71,9412,929,6219,3193,39,9373,,,,10341
28-02-2021,Ladakh,9412,224,73,9412,929,6219,3193,39,9373,,,,10341
01-03-2021,Ladakh,9412,222,72,9412,929,6219,3193,39,9373,,,,10341
02-03-2021,Ladakh,9990,238,75,9990,1140,6698,3292,39,9951,,,,11130
03-03-2021,Ladakh,10778,276,75,10778,1427,7170,3608,40,10738,,,,12205
04-03-2021,Ladakh,11538,323,75,11538,1510,7648,3890,40,11498,,,,13048
05-03-2021,Ladakh,12393,376,77,12393,1746,8125,4268,41,12352,,,,14139
06-03-2021,Ladakh,14387,406,79,14387,1978,9327,5060,41,14346,,,,16365
07-03-2021,Ladakh,14387,411,79,14387,1978,9327,5060,41,14346,,,,16365
08-03-2021,Ladakh,16882,447,88,16882,2214,10651,6231,41,16841,,,,19096
09-03-2021,Ladakh,20455,4400,28,18159,2296,12704,7751,0,20455,,,,20455
10-03-2021,Ladakh,23584,3700,22,21085,2499,14267,9315,0,23584,,,,23584
11-03-2021,Ladakh,26595,3700,22,23882,2713,15672,10921,0,26595,,,,26595
12-03-2021,Ladakh,29215,3200,20,26413,2802,16904,12309,0,29215,,,,29215
13-03-2021,Ladakh,31815,4100,27,28917,2898,18307,13505,0,31815,,,,31815
14-03-2021,Ladakh,32385,1100,9,29485,2900,18601,13781,0,32385,,,,32385
15-03-2021,Ladakh,34683,4000,30,31760,2923,19700,14980,0,34683,,,,34683
16-03-2021,Ladakh,35573,3700,27,35573,3353,20363,15207,0,38926,8051,7966,19534,38926
17-03-2021,Ladakh,37044,2900,22,37044,3682,21178,15863,0,40726,8180,8326,20516,40726
18-03-2021,Ladakh,37810,2100,15,37810,4223,21589,16218,0,42033,8292,8512,20983,42033
